Player_Salary,Player,year_ID,Age,Tm,tm_gms,Tm_Net_Rtg,Pos,G,MP,MP_pct,PER,TS_pct,ThrPAr,FTr,ORB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,USG_pct,OWS,DWS,WS,WS40,Composite_Rating,Wins_Generated
113000,Natasha Howard,2018,26,SEA,34,9.6,F,34,869,63.4%,22.3,.615,.163,.325,11.1,14.6,6.4,2.6,6.0,14.9,22.4,2.3,2.3,4.6,.210,+4.7,4.18
116000,Sue Bird,2018,37,SEA,34,9.6,G,31,824,60.1%,19.1,.604,.543,.117,0.7,3.8,40.7,2.2,0.2,18.5,17.5,2.9,1.1,3.9,.192,+3.7,3.55
83000,Alysha Clark,2018,30,SEA,34,9.6,F,31,813,59.3%,11.7,.599,.428,.225,4.6,7.7,10.3,2.0,0.4,15.9,12.6,1.3,1.2,2.5,.123,+0.6,2.27
49000,Jordin Canada,2018,22,SEA,34,9.6,G,33,543,39.6%,11.1,.446,.302,.357,2.0,5.2,29.3,2.8,0.1,21.0,22.2,-0.5,0.9,0.4,.029,-1.9,0.84
63000,Kaleena Mosqueda-Lewis,2018,24,SEA,34,9.6,F,33,442,32.3%,9.4,.545,.547,.081,2.2,6.3,9.3,0.5,0.0,13.0,18.1,0.3,0.4,0.7,.060,-1.4,0.79
116000,Crystal Langhorne,2018,31,SEA,34,9.6,F,26,362,26.4%,10.6,.536,.038,.173,5.7,12.3,3.8,1.1,0.9,17.7,17.0,-0.1,0.6,0.5,.056,-1.3,0.67
111000,Courtney Paris,2018,30,SEA,34,9.6,C,34,360,26.3%,12.8,.541,.017,.283,13.0,21.4,8.6,1.1,1.9,17.2,10.2,0.6,0.8,1.4,.157,+1.7,1.19
50000,Sami Whitcomb,2018,29,SEA,34,9.6,G,31,265,19.3%,11.0,.513,.802,.070,2.3,6.3,8.8,3.1,1.2,14.5,17.7,0.0,0.5,0.5,.071,-0.8,0.55
70000,Noelle Quinn,2018,33,SEA,34,9.6,G,20,181,13.2%,1.8,.349,.395,.000,1.3,5.4,9.9,0.3,0.9,18.9,13.3,-0.4,0.2,-0.3,-.061,-5.9,-0.07
russeme01w,Mercedes Russell,2018,22,SEA,34,9.6,C,22,101,7.4%,9.7,.494,.000,.323,9.5,17.2,3.0,0.0,1.5,14.5,18.6,0.0,0.2,0.1,.052,-1.6,0.17
muldrte01w,Teana Muldrow,2018,22,SEA,34,9.6,F,3,6,0.4%,-4.4,.000,1.000,.000,0.0,9.7,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,-.135,-8.9,-0.01
113000,Kristi Toliver,2018,31,WAS,34,4.1,G,33,1087,82.4%,15.9,.594,.581,.282,0.5,4.2,21.5,1.9,0.1,15.7,19.4,2.6,0.7,3.3,.120,+0.9,3.27
113000,Elena Delle Donne,2018,28,WAS,34,4.1,G-F,29,933,70.7%,27.3,.592,.268,.275,5.5,13.5,13.6,1.5,3.6,5.1,26.2,4.6,1.3,5.9,.253,+6.3,5.39
50000,Natasha Cloud,2018,26,WAS,34,4.1,G,27,715,54.2%,13.5,.535,.407,.132,1.0,7.2,27.4,1.5,0.5,17.2,16.8,1.0,0.5,1.6,.087,-0.4,1.69
111000,LaToya Sanders,2018,31,WAS,34,4.1,F,28,686,52.0%,23.5,.654,.005,.319,11.2,15.6,10.8,2.7,3.8,12.1,16.6,2.9,1.2,4.1,.237,+5.2,3.59
49000,Ariel Atkins,2018,21,WAS,34,4.1,G,29,652,49.4%,17.8,.544,.453,.183,5.1,6.3,15.9,3.1,1.3,11.5,23.9,1.3,0.7,2.0,.123,+1.3,2.10
71000,Tierra Ruffin-Pratt,2018,27,WAS,34,4.1,G,33,598,45.3%,10.3,.473,.311,.378,4.6,6.7,12.8,1.7,0.8,12.0,16.7,0.4,0.4,0.8,.055,-1.8,0.99
69000,Tianna Hawkins,2018,27,WAS,34,4.1,F,32,532,40.3%,12.2,.528,.383,.093,8.0,12.7,7.4,1.7,1.9,15.9,19.5,0.2,0.6,0.8,.062,-1.3,1.02
105000,Monique Currie,2018,35,WAS,34,4.1,F,32,508,38.5%,11.3,.522,.337,.413,4.2,11.3,8.5,1.3,1.0,15.8,21.8,0.2,0.5,0.7,.052,-1.7,0.87
42000,Myisha Hines-Allen,2018,22,WAS,34,4.1,F,24,252,19.1%,14.8,.492,.038,.325,13.6,16.4,6.4,1.9,1.3,9.0,18.3,0.4,0.3,0.7,.117,+0.6,0.72
57000,Krystal Thomas,2018,29,WAS,34,4.1,C,24,237,18.0%,3.7,.459,.000,.262,11.0,14.9,2.5,0.9,0.7,28.9,12.8,-0.3,0.2,-0.1,-.020,-4.9,0.02
walkesh01w,Shatori Walker-Kimbrough,2018,23,WAS,34,4.1,G,19,168,12.7%,12.2,.547,.411,.214,2.1,5.3,7.7,2.2,3.0,19.7,20.8,-0.1,0.2,0.1,.023,-2.3,0.24
113000,Tayler Hill,2018,27,WAS,34,4.1,G,13,117,8.9%,6.2,.440,.538,.308,1.0,4.1,16.6,0.9,0.7,19.9,21.7,-0.2,0.0,-0.2,-.060,-5.5,-0.03
53000,Aerial Powers,2018,24,WAS,34,4.1,F,9,114,8.6%,21.7,.607,.400,.300,5.2,15.2,11.6,2.8,2.9,13.4,21.1,0.3,0.2,0.6,.195,+3.8,0.52
